500, 231, 227
501, 231, 232
502, 233, 232
503, 234, 233
504, 235, 234
505, 235, 236
506, 237, 236
507, 238, 237
508, 239, 238
509, 239, 221
510, 221, 155
511, 155, 240
512, 157, 240
513, 163, 157
514, 220, 154
515, 155, 222
516, 158, 156
517, 157, 222
518, 241, 158
519, 242, 241
520, 243, 242
521, 156, 243
522, 160, 182
523, 162, 160
524, 218, 161
525, 240, 218
526, 159, 239
527, 159, 241
528, 241, 244
529, 244, 237
530, 245, 237
531, 232, 245
532, 232, 229
533, 226, 229
534, 246, 226
535, 236, 246
536, 247, 236
537, 233, 247
538, 223, 233
539, 163, 240
540, 166, 173
541, 217, 167
542, 217, 248
543, 248, 173
544, 171, 249
545, 250, 171
546, 250, 175
547, 175, 177
548, 177, 118
549, 180, 118
550, 180, 174
551, 175, 172
552, 178, 169
553, 248, 178
554, 218, 248
555, 172, 118
556, 169, 172
557, 164, 173
558, 175, 251
559, 251, 176
560, 251, 252
561, 176, 252
562, 178, 118
563, 178, 179
564, 174, 181
565, 181, 180
566, 218, 166
567, 253, 185
568, 254, 253
569, 255, 254
570, 256, 255
571, 257, 256
572, 258, 257
573, 258, 259
574, 259, 260
575, 260, 261
576, 262, 261
577, 263, 262
578, 264, 263
579, 264, 211
580, 211, 262
581, 262, 264
582, 141, 186
583, 131, 134
584, 188, 190
585, 194, 193
586, 265, 194
587, 195, 265
588, 189, 195
589, 133, 134
590, 195, 196
591, 266, 196
592, 265, 266
593, 196, 265
594, 267, 196
595, 197, 267
596, 197, 268
597, 237, 268
598, 267, 193
599, 266, 267
600, 266, 236
601, 268, 236
602, 267, 268
603, 269, 267
604, 268, 269
605, 268, 231
606, 269, 231
607, 270, 269
608, 229, 270
609, 271, 229
610, 270, 271
611, 272, 270
612, 272, 266
613, 269, 266
614, 197, 265
615, 236, 197
616, 273, 199
617, 274, 273
618, 275, 274
619, 275, 273
620, 273, 200
621, 200, 274
622, 200, 276
623, 274, 201
624, 276, 202
625, 276, 203
626, 205, 216
627, 277, 206
628, 277, 278
629, 278, 106
630, 207, 279
631, 207, 209
632, 209, 280
633, 280, 281
634, 282, 281
635, 209, 282
636, 209, 279
637, 209, 281
638, 280, 210
639, 283, 280
640, 281, 283
641, 139, 199
642, 214, 212
643, 215, 253
644, 215, 185
645, 147, 258
646, 259, 147
647, 261, 259
648, 284, 261
649, 257, 284
650, 216, 204
651, 278, 205
652, 168, 219
653, 154, 168
654, 220, 239
655, 156, 223
656, 156, 242
657, 242, 244
658, 244, 235
659, 237, 224
660, 223, 225
661, 223, 285
662, 285, 238
663, 227, 229
664, 227, 286
665, 287, 286
666, 288, 287
667, 232, 288
668, 268, 232
669, 245, 268
670, 228, 289
671, 290, 228
672, 290, 291
673, 289, 291
674, 289, 290
675, 292, 290
676, 228, 292
677, 286, 228
678, 289, 286
679, 246, 229
680, 272, 246
681, 236, 272
682, 230, 271
683, 293, 230
684, 271, 293
685, 232, 227
686, 243, 233
687, 243, 225
688, 244, 234
689, 239, 244
690, 285, 239
691, 222, 285
692, 247, 235
693, 226, 247
694, 226, 292
695, 292, 229
696, 238, 224
697, 222, 243
698, 240, 161
699, 225, 245
700, 225, 232
701, 236, 226
702, 265, 236
703, 233, 226
704, 240, 167
705, 167, 248
706, 167, 219
707, 250, 249
708, 172, 250
709, 251, 250
710, 248, 179
711, 294, 253
712, 295, 294
713, 275, 295
714, 275, 294
715, 294, 254
716, 254, 295
717, 254, 296
718, 295, 255
719, 296, 256
720, 296, 257
721, 259, 284
722, 277, 260
723, 277, 297
724, 297, 147
725, 261, 298
726, 261, 263
727, 263, 299
728, 299, 300
729, 301, 300
730, 263, 301
731, 263, 298
732, 263, 300
733, 299, 264
734, 302, 299
735, 300, 302
736, 186, 253
737, 269, 272
738, 269, 303
739, 303, 270
740, 227, 269
741, 227, 303
742, 303, 304
743, 305, 304
744, 306, 305
745, 306, 303
746, 270, 306
747, 271, 306
748, 305, 271
749, 293, 305
750, 304, 293
751, 304, 306
752, 199, 276
753, 202, 200
754, 307, 201
755, 307, 308
756, 308, 309
757, 310, 309
758, 310, 311
759, 312, 311
760, 312, 310
761, 313, 310
762, 313, 312
763, 279, 312
764, 279, 313
765, 206, 278
766, 209, 313
767, 283, 282
768, 210, 264
769, 284, 258
770, 297, 259
771, 288, 227
772, 286, 314
773, 314, 287
774, 314, 315
775, 287, 315
776, 286, 288
777, 314, 289
778, 229, 272
779, 303, 230
780, 234, 243
781, 253, 296
782, 256, 254
783, 316, 255
784, 316, 317
785, 317, 318
786, 319, 318
787, 319, 320
788, 321, 320
789, 321, 319
790, 322, 319
791, 322, 321
792, 298, 321
793, 298, 322
794, 260, 297
795, 263, 322
796, 302, 301
797, 230, 304
798, 201, 309
799, 311, 201
800, 311, 309
801, 323, 307
802, 317, 323
803, 324, 317
804, 325, 324
805, 326, 325
806, 318, 326
807, 320, 318
808, 308, 323
809, 327, 308
810, 328, 327
811, 329, 328
812, 309, 329
813, 310, 330
814, 282, 313
815, 255, 318
816, 320, 255
817, 323, 316
818, 319, 331
819, 301, 322
820, 309, 307
821, 309, 327
822, 308, 317
823, 324, 326
824, 318, 324
825, 318, 331
826, 331, 325
827, 327, 329
828, 330, 328
829, 330, 329
830, 309, 330
831, 318, 316
832, 331, 326
