1, 1, 2
2, 3, 2
3, 4, 3
4, 5, 4
5, 3, 5
6, 6, 1
7, 7, 6
8, 8, 7
 9, 6, 8
10, 2, 5
11, 9, 2
12, 10,  9
13, 11, 10
14, 12, 11
15, 12, 13
16, 13, 14
17, 14, 15
18, 15, 16
19, 17, 16
20, 15, 17
21, 18, 15
22, 19, 18
23, 19, 20
24, 20, 21
25, 22, 21
26, 20, 22
27, 23, 20
28, 24, 23
29, 17, 24
30, 25, 17
31, 14, 25
32, 18, 14
33, 26, 18
34, 26, 19
35,  3, 27
36, 28,  3
37,  2, 28
38, 29,  4
39,  8, 29
40, 1, 8
41, 30,  1
42, 10, 30
43, 10, 31
44, 12, 31
45, 12, 32
46, 26, 32
47, 26, 13
48, 10, 13
49, 10, 33
50, 33, 30
51, 30, 34
52, 34, 35
53, 35, 36
54, 36, 37
55, 37, 38
56, 36, 38
57, 36, 39
58, 40, 39
59, 41, 40
60, 42, 41
61, 43, 42
62, 43, 44
63, 44, 45
64, 45, 46
65,  7, 46
66,  6, 45
67, 47,  6
68,  1, 47
69, 29,  7
70,  5, 29
71, 48,  2
72,  9, 48
73, 14,  9
74, 48, 14
75, 48, 49
76, 49, 50
77, 32, 50
78, 12, 51
79, 12, 37
80, 25, 15
81, 25, 52
82, 48, 52
83, 48, 25
84, 53, 16
85, 53, 54
86, 16, 54
87, 55, 15
88, 19, 55
89, 19, 22
90, 53, 20
91, 22, 53
92, 22, 55
93, 55, 16
94, 21, 53
95, 21, 56
96, 56, 57
97, 57, 21
98, 58, 21
 99, 58, 59
100, 59, 60
101, 57, 60
102, 61, 57
103, 61, 62
104, 62, 63
105, 59, 63
106, 64, 59
107, 60, 64
108, 24, 20
109, 26, 23
110, 25, 24
111, 17, 53
112, 17, 54
113, 56, 54
114, 64, 56
115, 64, 58
116, 57, 58
117, 62, 57
118, 62, 58
119, 58, 54
120, 10, 14
121, 65, 27
122, 65, 66
123, 66, 67
124, 67, 68
125, 68, 69
126, 70, 69
127, 71, 70
128, 72, 71
129, 70, 72
130, 73, 70
131, 27, 73
132, 28, 27
133, 73,  3
134, 72, 73
135, 74, 72
136, 75, 74
137, 75, 73
138, 28, 65
139,  4, 73
140, 34,  1
141, 31, 33
142, 37, 31
143, 12, 26
144, 32, 76
145, 34, 33
146, 34, 77
147, 77, 39
148, 51, 39
149, 34, 78
150, 35, 38
151, 78, 35
152, 78, 79
153, 79, 80
154, 81, 80
155, 81, 82
156, 83, 82
157, 81, 83
158, 38, 81
159, 38, 80
160, 37, 84
161, 37, 81
162, 81, 84
163, 84, 33
164, 77, 36
165,  1, 77
166, 39, 43
167, 39, 50
168, 50, 85
169, 85, 86
170, 86, 87
171, 85, 87
172, 88, 85
173, 66, 88
174, 40, 43
175, 40, 89
176, 39, 89
177, 90, 39
178,  1, 90
179, 41, 91
180, 92, 41
181, 93, 92
182, 94, 93
183, 94, 92
184, 92, 95
185, 95, 41
186, 96, 41
187, 86, 96
188, 42, 40
189, 44, 42
190, 47, 44
191, 47, 45
192, 97, 46
193, 98, 97
194, 98, 99
195,  99, 100
196, 100,  97
197, 97, 99
198,  99, 101
199, 102, 101
200, 103, 102
201, 104, 103
202, 105, 104
203, 102, 105
204, 106, 102
205, 103, 106
206, 105, 103
207, 46,  6
208, 100,  46
209,   2, 107
210,  2, 49
211, 49, 76
212, 76, 50
213, 37, 51
214, 52, 76
215, 52, 23
216, 23, 19
217, 56, 60
218, 59, 62
219, 108,  59
220,  60, 108
221, 60, 61
222, 109,  61
223, 108, 109
224,  61, 108
225, 110,  61
226,  63, 110
227,  63, 111
228, 112, 111
229, 112, 113
230, 113, 114
231, 115, 114
232, 115, 116
233, 116, 117
234, 117, 115
235, 118, 115
236, 118, 116
237, 116, 119
238, 120, 119
239, 121, 120
240, 121, 116
241, 110,  62
242, 109, 110
243, 109, 113
244, 111, 113
245, 110, 111
246, 115, 110
247, 111, 115
248, 111, 122
249, 115, 122
250,  63, 108
251, 113,  63
252, 54, 64
253, 76, 23
254, 123,  66
255, 123,  65
256, 124,  67
257, 125, 124
258, 126, 125
259, 126, 124
260, 124, 127
261, 127,  67
262, 87, 67
263, 124,  68
264,  69, 128
265, 69, 71
266,  71, 129
267, 129,  72
268, 72, 75
269,  74, 129
270, 98, 74
271, 98, 75
272,  33, 130
273, 33, 78
274,  78, 130
275, 130, 131
276, 131,  79
277, 76, 26
278,  78, 131
279, 79, 38
280,  80, 132
281, 133,  80
282,  83, 133
283,  82, 134
284,  82, 130
285,  83, 132
286, 80, 83
287,  84, 130
288, 51, 36
289, 107,  50
290, 89, 86
291, 89, 96
292, 96, 40
293, 87, 88
294,  91, 135
295, 92, 91
296, 136,  92
297,  91, 136
298,  93, 137
299, 138,  93
300, 139, 138
301, 140, 139
302, 141, 140
303, 125, 141
304, 128, 125
305, 128, 124
306, 142,  94
307, 142, 127
308, 95, 94
309, 142,  95
310, 101, 100
311, 101, 143
312, 101, 105
313, 104, 144
314, 145, 104
315, 146, 145
316, 147, 146
317, 144, 147
318, 145, 144
319, 102, 148
320, 143, 102
321, 143, 149
322, 137, 149
323, 137, 150
324, 149, 150
325, 148, 106
326, 148, 143
327,  46, 151
328, 88, 50
329, 67, 88
330, 152, 112
331, 153, 152
332, 153, 154
333, 154, 155
334, 155, 156
335, 157, 156
336, 158, 157
337, 159, 158
338, 159, 153
339, 153, 160
340, 161, 160
341, 161, 162
342, 159, 162
343, 159, 163
344, 162, 163
345, 113, 164
346, 165, 113
347, 166, 165
348, 167, 166
349, 168, 167
350, 155, 168
351, 169, 114
352, 170, 169
353, 170, 171
354, 171, 172
355, 172, 170
356, 173, 170
357, 113, 173
358, 108, 113
359, 169, 117
360, 174, 169
361, 117, 174
362, 114, 117
363, 114, 109
364, 115, 109
365, 173, 118
366, 173, 169
367, 118, 169
368, 118, 175
369, 176, 175
370, 177, 176
371, 178, 177
372, 111, 178
373, 179, 111
374, 179, 112
375, 116, 180
376, 180, 119
377, 169, 180
378, 164, 169
379, 114, 164
380, 120, 174
381, 181, 120
382, 119, 181
383, 119, 121
384, 174, 121
385, 117, 121
386, 182, 113
387, 165, 182
388, 173, 165
389, 122, 118
390, 122, 178
391, 166, 178
392, 183, 166
393, 182, 183
394,  88, 123
395, 125, 184
396, 185, 125
397, 186, 185
398, 140, 186
399, 187, 140
400,  93, 187
401, 136,  93
402, 142, 126
403, 127, 126
404,  68, 128
405, 146, 129
406, 144, 146
407, 130, 134
408, 131, 133
409, 131, 188
410, 189, 188
411, 190, 189
412, 190, 191
413, 192, 191
414, 193, 192
415, 193, 191
416, 191, 188
417, 133, 188
418, 132, 133
419, 132, 189
420, 189, 192
421, 192, 132
422, 191, 132
423, 191, 194
424, 194, 195
425, 192, 195
426, 196, 192
427, 196, 193
428, 193, 197
429, 194, 197
430, 190, 194
431, 195, 190
432, 134, 188
433, 151, 135
434, 198, 151
435, 100, 198
436, 151, 100
437, 135, 136
438, 135, 198
439, 198, 101
440, 199, 138
441, 200, 199
442, 201, 200
443, 202, 201
444, 203, 202
445, 204, 203
446, 204, 205
447, 205, 206
448, 206, 207
449, 208, 207
450, 209, 208
451, 210, 209
452, 210, 211
453, 211, 208
454, 208, 210
455, 187, 139
456, 185, 141
457, 185, 184
458, 129, 145
459, 146, 212
460, 213, 146
461, 213, 214
462, 184, 214
463, 184, 215
464, 214, 215
465, 212, 147
466, 212, 213
467, 129, 213
468, 149, 148
469, 138, 137
470, 150, 199
471, 150, 138
472, 138, 187
473, 106, 204
474, 205, 106
475, 207, 205
476, 216, 207
477, 203, 216
478,  50, 123
479, 112, 217
480, 160, 112
481, 160, 183
482, 183, 218
483, 168, 218
484, 157, 168
485, 152, 217
486, 219, 152
487, 219, 153
488, 220, 153
489, 220, 221
490, 221, 222
491, 222, 223
492, 224, 223
493, 224, 225
494, 225, 226
495, 226, 227
496, 228, 227
497, 229, 228
498, 229, 230
499, 230, 227
